user_id,age,employment_type,employment_length_years,annual_income,income_stability_score,loan_amount,loan_term_months,interest_rate,loan_type,emi,total_existing_loans,total_debt,debt_to_income_ratio,credit_score,credit_utilization_ratio,emi_to_income_ratio,loan_to_income_ratio,num_credit_inquiries,late_payment_count,default_history,repayment_history_score,credit_history_length_years,job_stability_score,spending_to_income_ratio,loan_status
32,27,salaried,6,298326.53761155915,55.0,235488.57482805965,36,11.747708301456674,personal,7793.244587116502,4,283013.2498596025,0.9486693745901493,614.3682166744989,0.302709910245657,0.3134784313662563,0.7893651591085783,1,0,0,84.86450448771714,9,30.0,0.3722333713415003,0
33,41,salaried,5,247621.8018977492,52.5,186077.29504669376,36,11.579781277507054,auto,6143.148892479707,3,251456.13797353994,1.0154846465311405,653.3665123582617,0.2669152280440041,0.2977031349614234,0.751457640727172,3,1,0,76.6542385977998,7,25.0,0.590847485808193,0
34,29,salaried,10,341940.46251080936,65.0,207389.7158618111,60,11.267178584918334,auto,4536.83761436955,2,433855.80607608554,1.2688051097853639,678.065398423707,0.23501961545981673,0.1592150018534691,0.6065082626928222,0,2,0,68.24901922700917,13,50.0,0.67730760957856,1
35,59,salaried,16,200000.0,80.0,87480.06998831381,36,10.106858078619224,personal,2827.1266393596206,2,168611.16771958506,0.8430558385979253,629.4906705863546,0.5921254592531024,0.16962759836157723,0.43740034994156907,1,1,0,60.393727037344874,20,80.0,0.5742873977652002,0
36,38,salaried,18,589426.806747974,85.0,236058.35903510236,84,9.324851776880912,education,3836.993531306371,0,707505.5939670366,1.2003281592680437,779.9379335499598,0.20530100294716583,0.07811643761116523,0.40048799330573326,2,1,0,79.7349498526417,19,90.0,0.6484795288102646,0
37,24,salaried,11,200000.0,67.5,1067392.1616674834,300,11.493854563358482,home,10844.914049435978,1,1195227.8880434325,5.976139440217162,618.8553496267168,0.25393065810679716,0.6506948429661586,5.336960808337417,1,1,0,77.30346709466014,14,55.00000000000001,0.5499248356908155,1
38,45,salaried,12,267458.77331203234,70.0,133909.90199656802,48,10.261639830910433,personal,3413.151705081091,3,236512.15803194445,0.8842938861310642,633.8374286711843,0.27062018153499134,0.15313694874831948,0.5006749277218184,5,2,0,66.46899092325043,13,60.0,0.5044896317391421,0
39,34,unemployed,0,200000.0,20.0,114395.48588903768,12,9.231512051014224,personal,10016.339732658593,4,149770.50641095283,0.7488525320547642,788.696001890238,0.324433780522016,0.6009803839595155,0.5719774294451884,3,0,0,83.7783109738992,3,10.0,0.43526551560212284,0
40,29,salaried,17,200000.0,82.5,130122.51085527876,60,8.95773494840315,auto,2698.4609390407168,4,210205.87604290334,1.0510293802145168,773.1941789436403,0.1294467933063109,0.161907656342443,0.6506125542763938,1,1,0,83.52766033468446,20,85.0,0.6194079641165494,0
41,46,salaried,6,485393.92236354726,55.0,2426210.0981559143,120,8.944883084639997,home,30661.8792341277,7,2521174.0123990574,5.194078244990394,807.0383017860504,0.06413092869198282,0.7580287553208239,4.998435263346266,5,3,0,66.79345356540085,7,30.0,0.5539332749175756,1
42,22,salaried,4,291255.1535020644,50.0,1716753.1873318683,300,12.398924467036654,home,18589.333087155792,1,1886541.4485134569,6.477280919597823,527.3381468737972,0.17057289606686685,0.7658988840665728,5.894327247739842,5,1,0,81.47135519665666,6,20.0,0.397172501787965,1
43,40,salaried,15,200000.0,77.5,97886.23017907169,24,11.478876371192198,personal,4584.059146624487,0,132589.54450425474,0.6629477225212737,696.0578199233483,0.1817296190458567,0.2750435487974692,0.48943115089535844,5,1,0,80.91351904770717,15,75.0,0.5501390184807347,0
44,48,self-employed,3,200000.0,27.5,155494.8765748772,48,11.850249321889308,personal,4083.3528612062337,2,307558.3715712724,1.5377918578563619,687.2225059704884,0.11795800879761219,0.245001171672374,0.7774743828743861,4,1,0,84.1020995601194,5,15.0,0.35553286326763683,1
45,27,self-employed,0,209558.2524563972,20.0,112054.17018570629,36,11.575606632500117,auto,3699.1295801685164,1,190183.60060675154,0.9075452690479133,635.0613692443318,0.2017650944535595,0.21182441846931482,0.53471609384136,3,1,0,79.91174527732203,3,10.0,0.43672852035077525,0
46,28,salaried,3,233257.59820119932,47.5,75810.09555825553,36,8.738064445634784,education,2401.509535017769,1,104468.58382047062,0.44786787065499967,705.9567511885724,0.27914276475756544,0.1235463052112703,0.3250058996700488,3,4,1,46.04286176212173,4,15.0,0.49361669362871163,1
47,55,self-employed,2,469032.3983461481,25.0,2739173.428599272,120,11.968354621089734,home,39249.08764729783,5,3058125.696896143,6.520073469720597,654.284661571936,0.38889293991419444,1.0041716807374612,5.840051643037565,3,1,0,70.55535300429028,5,10.0,0.5335287784015428,1
48,34,salaried,3,200000.0,47.5,124031.87169172335,24,10.728340611913866,personal,5765.226427200892,2,193228.17879279086,0.9661408939639543,692.9593814722276,0.10448091170224554,0.34591358563205354,0.6201593584586168,3,4,1,54.77595441488772,4,15.0,0.6218253693922852,1
49,37,self-employed,0,200000.0,20.0,86416.56178336067,60,8.468847726335577,education,1771.6709021161369,0,200209.1149274003,1.0010455746370015,850.0,0.49021225457183276,0.10630025412696821,0.43208280891680334,5,1,0,65.48938727140836,2,10.0,0.49400211067242106,0
50,56,salaried,11,200000.0,67.5,172774.95981851386,36,9.936169277866073,auto,5569.7856580057105,2,313640.8530742448,1.568204265371224,705.3704611302766,0.33432626351246836,0.3341871394803426,0.8638747990925693,3,1,0,73.28368682437659,15,55.00000000000001,0.5217143651476753,1
51,24,salaried,12,200000.0,70.0,201550.61358563456,36,9.579633069969304,auto,6463.76598058393,4,229785.97570701462,1.148929878535073,708.7305278482308,0.3253847638125636,0.3878259588350358,1.0077530679281728,1,1,0,73.73076180937181,14,60.0,0.38395439072716325,0
52,22,self-employed,1,200000.0,22.5,124316.52826824934,24,9.522488283066924,personal,5709.2169726399015,1,146517.76325707525,0.7325888162853762,745.6975468012673,0.24126739397200875,0.3425530183583941,0.6215826413412467,2,3,0,57.93663030139956,5,10.0,0.7272308448243725,0
53,26,self-employed,8,240551.57570034722,40.0,1291306.4147274732,180,10.154863886814063,home,13999.040575849232,1,1339200.576459053,5.567207666630637,694.4515624797054,0.3804825831098721,0.6983470651609966,5.368106240700918,2,1,0,70.9758708445064,11,40.0,0.5183187463779568,1
54,24,self-employed,6,200000.0,35.0,71571.89665984726,36,12.384047212447832,education,2390.3608414204045,1,124549.13355796377,0.6227456677898189,592.1573859071937,0.15867407322222615,0.14342165048522426,0.3578594832992363,6,1,0,82.06629633888869,8,30.0,0.44648042482064243,0
55,49,salaried,12,201704.4012603266,70.0,119801.21452887836,48,12.037035923034738,personal,3157.0044095696885,1,213973.97017643263,1.06082945557678,548.2630616685382,0.11657708048710558,0.1878196642121944,0.5939444740933483,3,0,0,94.17114597564472,13,60.0,0.4212592471169049,1
56,38,salaried,1,200000.0,42.5,195342.28272758858,48,11.553298356488273,auto,5101.3720834988835,0,349876.5999258632,1.749382999629316,677.6567149838473,0.1372968126191345,0.306082325009933,0.9767114136379429,5,1,0,83.13515936904327,5,10.0,0.4353737945003247,1
57,46,unemployed,0,200000.0,20.0,219524.45508860555,36,10.556485922584974,auto,7140.92962150479,2,315832.2922292145,1.5791614611460725,658.4711177301377,0.10921656786605151,0.42845577729028733,1.0976222754430278,1,3,0,64.53917160669742,1,10.0,0.5638959702604636,1
58,54,salaried,0,200000.0,40.0,101023.79279335629,12,12.264447650920193,personal,8988.344161450737,1,241326.13494212006,1.2066306747106004,522.9118333774662,0.48416307802927033,0.5393006496870442,0.5051189639667815,4,3,0,45.79184609853648,2,10.0,0.35797359895098196,1
59,30,salaried,17,200000.0,82.5,190138.61010189104,36,8.363782407264784,auto,5990.213585057005,1,238083.2322671829,1.1904161613359145,810.3514201298229,0.3373479722060906,0.35941281510342027,0.9506930505094552,2,2,0,63.132601389695466,21,85.0,0.4042310484138504,0
60,56,salaried,6,200000.0,55.0,64661.53554156595,24,11.282263887168138,personal,3022.215145784001,2,209693.88850783306,1.0484694425391654,688.5602434692408,0.3793232056958225,0.18133290874704006,0.32330767770782975,2,4,1,41.03383971520887,9,30.0,0.48415225996894756,1
61,34,salaried,17,550880.3370832715,82.5,535640.7351584847,48,8.866101381582652,auto,13295.412577841851,3,866292.8896874686,1.572560919988907,795.1549083731538,0.3664879138190271,0.28961816241044247,0.972335912358979,6,2,0,61.675604309048644,20,85.0,0.40991210818490037,1
62,51,salaried,18,281919.7564928311,85.0,122003.1981818943,60,13.882792778487909,education,2831.392995695175,1,337646.9653208365,1.1976704631178359,501.45101727262704,0.32504682112616423,0.12051910221200156,0.4327585966292387,4,1,0,73.74765894369179,20,90.0,0.5382262940068824,1
63,35,salaried,7,345944.8862258243,57.5,114586.64693066495,36,8.731783234662771,education,3629.5375651878544,1,360701.19389275037,1.0426550825130378,796.6789644604581,0.41385042925155474,0.12589996995597436,0.3312280409194013,2,0,0,79.30747853742227,7,35.0,0.6900578695126911,0
64,28,salaried,11,438867.98238756915,67.5,246502.11479286378,36,11.66774866182498,education,8148.335359680723,3,551595.1064343301,1.256858847240331,641.1835936039678,0.3385717465680743,0.22280054194023674,0.5616771436636155,2,1,0,73.07141267159628,12,55.00000000000001,0.446135064937299,1
65,34,unemployed,0,1013413.926728695,20.0,2127989.8262595916,240,9.092930023024149,home,19273.444086667874,2,2281203.9813972246,2.251009110128338,780.7326305480061,0.28183692091775736,0.22822000264649187,2.0998229549980163,1,3,0,55.90815395411213,2,10.0,0.36740133765892014,1
66,43,salaried,10,200000.0,65.0,212508.99260439991,36,11.410694988384876,auto,6998.675480029934,4,326850.2847798962,1.634251423899481,697.189477904772,0.2507805113580473,0.41992052880179603,1.0625449630219996,1,0,0,87.46097443209763,11,50.0,0.4901442265069516,1
67,41,salaried,8,439890.2954089612,60.0,251789.8853896706,36,8.337321523046084,auto,7929.420360952188,0,390485.95716937154,0.8876894108480866,716.2605241535756,0.09683149066477022,0.2163108514202695,0.5723924533401773,2,0,0,95.15842546676149,8,40.0,0.5336032574684969,0
68,36,salaried,3,330659.58402205346,47.5,152940.7000119591,36,9.497969052114014,personal,4898.996559736794,2,245817.53720960487,0.7434157335455003,716.3613632222637,0.450706736054657,0.17778997360899312,0.4625321853721278,1,2,0,57.46466319726715,5,15.0,0.5011000662574507,0
69,38,self-employed,6,392206.71309574175,35.0,309092.5029859117,12,10.171310718087032,personal,27198.774786215035,5,472730.44731365866,1.2053094236514514,645.9889841510782,0.4454347892759643,0.8321767234894482,0.7880857024251366,4,1,0,67.72826053620179,10,30.0,0.5998873912401095,1
70,44,salaried,16,563525.4257872335,80.0,1149324.8040313164,120,11.382242779850408,home,16081.649565477132,0,1547791.0254347655,2.7466214559396906,628.2788210504436,0.22096443645261524,0.3424509098522693,2.039526082475752,4,4,1,48.951778177369235,20,80.0,0.663426319258078,1
71,46,self-employed,10,200000.0,45.0,84022.5481187558,24,10.931035197443837,personal,3913.4195907227413,1,116592.48931844601,0.5829624465922301,651.1071848404738,0.33435090351245894,0.23480517544336446,0.420112740593779,5,6,1,23.282454824377055,12,50.0,0.5458688879170936,1
72,45,salaried,1,200000.0,42.5,154256.79983452606,84,12.457052279905092,education,2760.901729238651,2,303641.69077417045,1.5182084538708522,562.2472633360514,0.27839351336958784,0.16565410375431905,0.7712839991726302,0,1,0,76.08032433152061,5,10.0,0.49201691687700094,1
73,49,self-employed,17,244301.26034339052,62.5,643896.9210408346,180,10.960774254942578,home,7302.660397091847,1,815057.9734633451,3.3362823111010456,641.543175704527,0.528488513181716,0.358704349874931,2.6356676184796237,3,0,0,73.5755743409142,17,85.0,0.8657348717063006,1
74,35,salaried,11,200000.0,67.5,107288.03698841423,36,11.711356258952119,personal,3548.7252675472682,0,166469.18580381948,0.8323459290190974,624.2566837005087,0.30687885382522184,0.21292351605283608,0.5364401849420711,3,2,0,64.65605730873891,12,55.00000000000001,0.3783487687315947,0
75,21,salaried,8,203404.2377818781,60.0,72191.05541447992,12,12.309438356168846,personal,6424.542750608924,4,140850.30809376732,0.6924649635117686,560.3275717864329,0.6357480454847242,0.37902117403266644,0.35491421516937366,5,3,0,38.212597725763786,9,40.0,0.3478610001346574,1
76,45,self-employed,10,583176.8163097084,45.0,265892.5203250102,84,8.339252833526501,education,4189.341650593209,1,344918.35689125856,0.5914473059369396,716.6933020575419,0.4268136441251667,0.08620387230966405,0.455938084108958,3,7,1,20.0,13,50.0,0.6493504580417446,1
77,27,self-employed,4,200000.0,30.0,185297.69710443323,60,11.067994491257014,education,4035.107114982427,0,307444.3062230413,1.5372215311152067,680.6173945546221,0.3180522938438134,0.2421064268989456,0.9264884855221661,1,1,0,74.09738530780933,7,20.0,0.5724833414695564,1
78,29,salaried,6,200000.0,55.0,64393.657477619236,12,11.250509100623642,personal,5698.745405350543,2,108443.92027539106,0.5422196013769554,699.6833858653717,0.10236449892863124,0.34192472432103255,0.3219682873880962,2,2,0,74.88177505356845,6,30.0,0.564209854923133,0
79,44,salaried,0,200000.0,40.0,175310.3421530605,48,8.840399544136478,auto,4349.331723012914,4,236661.80661265587,1.1833090330632794,735.7960633169427,0.05,0.26095990338077485,0.8765517107653026,4,0,0,97.5,4,10.0,0.41980204528749526,0
80,21,salaried,4,200000.0,50.0,535678.0038996458,300,10.532785196253034,home,5070.322078796872,4,611393.035427622,3.0569651771381103,660.9711954222885,0.2287140653326741,0.3042193247278123,2.6783900194982286,2,0,0,88.56429673336629,5,20.0,0.7289071051699162,1
81,28,self-employed,5,200000.0,32.5,627110.191802974,300,10.134384157156745,home,5758.070291561785,2,704033.324912327,3.520166624561635,604.9026869367914,0.06432702469224166,0.34548421749370706,3.13555095901487,3,1,0,86.78364876538791,6,25.0,0.47205819056172166,1
82,44,salaried,12,200000.0,70.0,158621.3360244753,60,8.09958625796479,auto,3223.8340300389264,3,290838.7100216943,1.4541935501084715,704.3153618645971,0.7229218079255538,0.19343004180233556,0.7931066801223766,2,0,0,63.85390960372231,13,60.0,0.6654632218064019,1
83,31,salaried,10,263329.47125999304,65.0,104295.2747927851,48,12.081640205949563,personal,2750.6770970872785,5,221869.81393823097,0.8425559542447578,446.2242712767323,0.5061621077601413,0.12534914913666248,0.39606381425424,2,1,0,64.69189461199294,11,50.0,0.37002645995816186,1
84,37,salaried,7,445201.7039035643,57.5,2032019.7781731149,240,11.802566066730474,home,22095.22586453287,1,2093881.958974364,4.703220901032136,671.3523926810232,0.4658576870145605,0.5955563692807144,4.5642677473069,3,1,0,66.70711564927197,9,35.0,0.46668633702699147,1
85,28,self-employed,19,200000.0,67.5,129111.12917338416,36,8.262714311343881,personal,4061.5394474185177,2,233186.83067948607,1.1659341533974303,741.2134898698238,0.25329955678361504,0.24369236684511106,0.6455556458669208,0,0,0,87.33502216081925,21,95.0,0.23172377500793268,0
86,55,self-employed,1,200000.0,22.5,101280.36634374862,24,8.590246921512902,personal,4607.949745600517,2,164233.68271179064,0.8211684135589532,763.7540209927698,0.35666568433062473,0.27647698473603105,0.5064018317187431,3,2,0,62.16671578346876,1,10.0,0.28236021162506203,0
87,55,self-employed,14,200000.0,55.0,113257.1177105061,12,11.971784571635746,personal,10061.262849632645,3,180838.13690637157,0.9041906845318578,637.6445421698322,0.2336605023499224,0.6036757709779587,0.5662855885525305,7,3,0,58.31697488250388,18,70.0,0.7455574009930098,1
88,53,salaried,9,200000.0,62.5,137592.24963799855,12,13.854949488991217,personal,12344.62292941913,3,186525.9341215738,0.932629670607869,500.68902146325684,0.20808326243897038,0.7406773757651478,0.6879612481899927,1,2,0,69.59583687805147,10,45.0,0.34431235133811805,1
89,25,unemployed,0,200000.0,20.0,299912.1322680838,48,12.085723826804536,auto,7910.465819892933,5,335553.6196841181,1.6777680984205905,469.3387311979733,0.14004025272944265,0.4746279491935759,1.499560661340419,4,1,0,82.99798736352787,4,10.0,0.809748801529835,1
90,59,self-employed,7,200000.0,37.5,94780.71836124676,48,9.102527176017343,personal,2363.239141738823,4,150646.74155689546,0.7532337077844773,731.0441685509098,0.5353307763625764,0.14179434850432937,0.4739035918062338,5,2,0,53.23346118187118,8,35.0,0.6169682373096596,0
91,48,self-employed,1,509234.79025095364,22.5,2925929.6762894215,180,11.266996986990067,home,33748.22325947804,1,3289416.70484232,6.459528625727394,651.6813549514767,0.17003492323683286,0.7952690720800141,5.745737982370583,3,0,0,91.49825383815836,3,10.0,0.5409592314171504,1
92,27,salaried,14,200000.0,75.0,792296.0744228052,180,8.108228252869749,home,7621.179643289769,1,934340.3945583418,4.671701972791709,841.3839260242632,0.13556610980174186,0.45727077859738613,3.961480372114026,2,1,0,83.22169450991291,16,70.0,0.4724404521662254,1
93,29,salaried,5,517613.4102934888,52.5,438625.5142031045,36,13.456252249616972,education,14875.603300328234,4,832810.4500544795,1.6089429552883352,567.1117092067602,0.42553020326348057,0.3448659483198562,0.84739982674406,3,0,0,78.72348983682598,9,25.0,0.5959574826787835,1
94,28,self-employed,4,425826.1759114057,30.0,457006.4652154974,60,9.975739975447162,auto,9704.582449109019,1,509790.74546687177,1.1971803855781171,707.3868722660216,0.25263324023471506,0.27348010990648214,1.073223045148307,0,1,0,77.36833798826424,5,20.0,0.369991373391326,0
95,32,salaried,2,200000.0,45.0,183765.4915332032,60,8.858759151171906,education,3802.084813400782,2,329836.91134805314,1.6491845567402657,812.9881308210041,0.4959807029892532,0.2281250888040469,0.918827457666016,1,1,0,65.20096485053735,4,10.0,0.42797172326154914,0
96,54,salaried,10,200000.0,65.0,93844.38419401113,24,10.89883509447434,personal,4369.47747734467,3,164456.87594990263,0.8222843797495132,696.5169543821822,0.34221126875190566,0.2621686486406802,0.46922192097005566,2,2,0,62.88943656240472,11,50.0,0.5196655942184739,0
97,53,self-employed,10,200000.0,45.0,239163.00025943408,60,13.318693769567238,auto,5480.790380501891,0,349963.1787662223,1.7498158938311117,552.6451846647041,0.35721561785818895,0.3288474228301135,1.1958150012971704,3,0,0,82.13921910709055,12,50.0,0.14763335993327945,1
98,43,self-employed,15,200000.0,57.5,95957.82630618257,12,9.47308411076068,personal,8412.719765055555,2,202733.04705574177,1.0136652352787088,850.0,0.0596417102371509,0.5047631859033332,0.47978913153091285,1,1,0,87.01791448814245,16,75.0,0.48276957903951156,0
99,44,unemployed,0,200000.0,20.0,271405.4802673384,48,9.579544668235703,auto,6828.871205814956,3,315443.44027477235,1.5772172013738617,806.4469965636947,0.29288920864000745,0.4097322723488973,1.357027401336692,2,2,0,65.35553956799963,1,10.0,0.39295676741038627,1
100,57,self-employed,2,200000.0,25.0,159324.24149708595,48,10.15515968462206,personal,4052.7566877902755,2,203418.4276132058,1.017092138066029,661.82031872866,0.15362364515563512,0.2431654012674165,0.7966212074854297,2,0,0,92.31881774221824,2,10.0,0.590848463660503,0
101,55,salaried,8,274436.8370041139,60.0,203993.01528188572,48,9.601377776327938,auto,5134.825813010283,1,272429.21117914806,0.9926845614208281,745.516326204077,0.2666633459456223,0.22452492321648396,0.7433149919259119,4,1,0,76.66683270271889,8,40.0,0.6589583468735717,0
102,42,salaried,2,200000.0,45.0,96920.67558487065,48,9.728147904541961,personal,2445.524548625374,3,154550.36314310023,0.7727518157155011,746.3728928055175,0.26009337937242566,0.14673147291752242,0.48460337792435326,6,2,0,66.99533103137873,5,10.0,0.38810381589149057,0
